Movie_name,Release_Date,tconst,nconst,Director_name,capped_profit,Successful,num_movies,Director_age
Into the Wild,2007,tt0758758,nm0000576,Sean Penn,11609286.614221303,5.1,7,47
Red Cockroaches,2003,tt0389313,nm1472334,Miguel Coyula,0.0,4.2,19,26
The Old Man and the Sea,1958,tt0052027,nm0836328,John Sturges,0.0,5.3,41,48
Suzhou River,2000,tt0234837,nm0521601,Ye Lou,0.0,4.7,12,35
Bardelys the Magnificent,1926,tt0016627,nm0896542,King Vidor,0.0,4.7,73,32
Immoral Women,1979,tt0079320,nm0097259,Walerian Borowczyk,0.0,4.3,48,56
Tonight Is Ours,1933,tt0024680,nm0908234,Stuart Walker,0.0,4.5,12,45
30 Days of Night,2007,tt0389722,nm1720541,David Slade,11609286.614221303,4.8,32,38
Vampire Girl vs. Frankenstein Girl,2009,tt1425928,nm1883583,Yoshihiro Nishimura,0.0,4.4,27,42
Chance,2002,tt0282410,nm0072435,Amber Benson,0.0,4.6,12,25
Groove,2000,tt0212974,nm0365615,Greg Harrison,0.0,4.6,2,31
The Murderer Lives at Number 21,1942,tt0034478,nm0167241,Henri-Georges Clouzot,0.0,4.7,21,35
Grimm,2003,tt0365289,nm0912334,Alex van Warmerdam,0.0,4.5,12,51
Bolero,1984,tt0086987,nm0001135,John Derek,4363756.658714904,3.9,9,58
Sound of the Sea,2001,tt0261311,nm0000940,Bigas Luna,-5347955.572289156,4.3,22,55
Eat Drink Man Woman,1994,tt0111797,nm0000487,Ang Lee,11609286.614221303,5.0,24,40
Elena Undone,2010,tt1575539,nm0174903,Nicole Conn,0.0,4.5,8,51
Choking Man,2006,tt0457302,nm0006625,Steve Barron,0.0,4.4,62,50
The Avengers,1998,tt0118661,nm0154819,Jeremiah S. Chechik,-16577341.81435305,3.7,91,43
In Bruges,2008,tt0780536,nm1732981,Martin McDonagh,11609286.614221303,5.1,6,38
The Enchanted Cottage,1945,tt0037671,nm0188669,John Cromwell,0.0,4.8,47,59
Rails & Ties,2007,tt0822849,nm0002055,Alison Eastwood,0.0,4.6,4,35
The Good Wife,1987,tt0093106,nm0131643,Ken Cameron,0.0,4.4,93,41
Under the Sun,1998,tt0158302,nm0638324,Colin Nutley,0.0,4.6,72,54
Dogtooth,2009,tt1379182,nm0487166,Yorgos Lanthimos,-304091.1631342534,4.7,17,36
Out of Step,2002,tt0311614,nm0514662,Ryan Little,0.0,4.1,30,31
Where Angels Fear to Tread,1991,tt0103243,nm0836430,Charles Sturridge,0.0,4.5,78,40
Kohram,1999,tt0213775,nm0474837,Mehul Kumar,0.0,4.3,39,50
An Innocent Man,1989,tt0097579,nm0946811,Peter Yates,0.0,4.5,39,60
Pet Sematary,1989,tt0098084,nm0005116,Mary Lambert,11609286.614221303,4.8,56,38
Mortal Kombat,1995,tt0113855,nm0027271,Paul W.S. Anderson,11609286.614221303,4.6,21,30
The Front Line,2011,tt2007387,nm1922242,Hun Jang,-10524452.907637993,4.5,6,36
Chakkara Muthu,2006,tt0924212,nm0517839,A.K. Lohithadas,0.0,3.9,12,51
Behind the Rising Sun,1943,tt0035669,nm0229424,Edward Dmytryk,0.0,4.4,55,35
Darkman,1990,tt0099365,nm0000600,Sam Raimi,11609286.614221303,4.7,42,31
The Wiser Sex,1932,tt0023702,nm0896826,Berthold Viertel,0.0,4.7,14,47
The Green Ray,1986,tt0091830,nm0006445,Éric Rohmer,0.0,4.8,53,66
Love Actually,2003,tt0314331,nm0193485,Richard Curtis,11609286.614221303,5.0,4,47
Johnny Concho,1956,tt0049384,nm0570190,Don McGuire,11609286.614221303,4.6,20,37
Something Wild,1961,tt0055464,nm0307246,Jack Garfein,0.0,4.6,3,31
Route Irish,2010,tt1528312,nm0516360,Ken Loach,0.0,4.5,71,74
Ravenous,1999,tt0129332,nm0000944,Antonia Bird,-14123296.69029466,4.4,76,48
The Darkest Hour,2011,tt1093357,nm0329755,Chris Gorak,11609286.614221303,4.4,5,42
Down in the Delta,1998,tt0142231,nm0029723,Maya Angelou,8238727.938807832,4.8,2,70
The Time That Remains,2009,tt1037163,nm0837839,Elia Suleiman,-7172586.003035994,4.5,7,49
Gone Baby Gone,2007,tt0452623,nm0000255,Ben Affleck,11609286.614221303,5.0,13,35
The Accompanist,1992,tt0103616,nm0002218,Claude Miller,0.0,4.6,20,50
Moondance Alexander,2007,tt0828065,nm0198755,Michael Damian,0.0,4.5,18,45
The Shopworn Angel,1938,tt0030744,nm0693281,H.C. Potter,0.0,4.6,20,34
Contraband,1980,tt0081081,nm0002086,Lucio Fulci,0.0,4.6,65,53
Strawberry Fields,1997,tt0108233,nm0004188,Rea Tajiri,0.0,4.6,11,39
Jewel Thief,1967,tt0061842,nm0025629,Vijay Anand,0.0,4.9,17,33
Sudden Death,1995,tt0114576,nm0001382,Peter Hyams,11609286.614221303,4.6,24,52
The Last Flight,1931,tt0022054,nm0226189,William Dieterle,0.0,4.6,83,38
Brooklyn's Finest,2009,tt1210042,nm0298807,Antoine Fuqua,11609286.614221303,4.8,42,44
Summertime,1955,tt0048673,nm0000180,David Lean,11609286.614221303,4.9,16,47
Opal Dream,2006,tt0420835,nm0146341,Peter Cattaneo,-5871675.416477202,4.4,67,42
The Eye,2008,tt0406759,nm1219963,David Moreau,11609286.614221303,4.5,7,32
Blue Fin,1978,tt0077249,nm0776209,Carl Schultz,-2721.800587634134,4.4,67,39
Spacked Out,2000,tt0282753,nm0013828,Lawrence Ah-Mon,0.0,4.6,22,51
Shadow Conspiracy,1997,tt0120107,nm0181902,George P. Cosmatos,-63190135.76660783,3.1,10,56
Hardball,2001,tt0180734,nm0005367,Brian Robbins,11609286.614221303,4.7,29,38
Boogie Nights,1997,tt0118749,nm0000759,Paul Thomas Anderson,11609286.614221303,5.1,24,27
Madhouse,1974,tt0071790,nm0164083,Jim Clark,0.0,4.5,9,43
Zardoz,1974,tt0070948,nm0000958,John Boorman,0.0,4.4,41,41
Hard to Hold,1984,tt0087384,nm0670282,Larry Peerce,11609286.614221303,4.4,94,54
The Story of Three Loves,1953,tt0046374,nm0591486,Vincente Minnelli,11609286.614221303,4.8,30,50
My Brother's Wedding,1983,tt0087763,nm0122344,Charles Burnett,-118843.45716198126,4.7,31,39
Lulu on the Bridge,1998,tt0125879,nm0000808,Paul Auster,0.0,4.5,3,51
The Beachcomber,1954,tt0046756,nm0101504,Muriel Box,0.0,4.5,15,49
Above the Rim,1994,tt0109035,nm0689385,Jeff Pollack,11609286.614221303,4.8,3,35
Doctor Zhivago,1965,tt0059113,nm0000180,David Lean,11609286.614221303,7.8,16,57
Knocked Up,2007,tt0478311,nm0031976,Judd Apatow,11609286.614221303,4.8,27,40
Fear X,2003,tt0289944,nm0716347,Nicolas Winding Refn,0.0,4.4,34,33
Rory O'Shea Was Here,2004,tt0417791,nm0640740,Damien O'Donnell,29884.781565340156,4.8,23,37
Murder in the Senate,1984,tt0086915,nm0433073,Juan José Jusid,0.0,4.7,52,43
Nirakkoottu,1985,tt0246815,nm0430782,Joshiy,0.0,4.7,84,33
Julie & Julia,2009,tt1135503,nm0001188,Nora Ephron,11609286.614221303,4.9,8,68
The Ape Woman,1964,tt0057006,nm0274659,Marco Ferreri,0.0,4.7,32,36
Public Access,1993,tt0107895,nm0001741,Bryan Singer,0.0,4.3,17,28
Shaadi No. 1,2005,tt0449389,nm0223522,David Dhawan,0.0,3.9,46,50
No Highway in the Sky,1951,tt0043859,nm0467396,Henry Koster,10487830.176565006,4.9,49,46
Between Wars,1974,tt0071211,nm0861464,Michael Thornhill,0.0,4.4,13,33
A Streetcar Named Desire,1951,tt0044081,nm0001415,Elia Kazan,11609286.614221303,7.7,20,42
Romeo and Juliet,1968,tt0063518,nm0001874,Franco Zeffirelli,11609286.614221303,6.1,28,45
Youth Without Youth,2007,tt0481797,nm0000338,Francis Ford Coppola,2996856.089908441,4.5,36,68
Soylent Green,1973,tt0070723,nm0281507,Richard Fleischer,0.0,4.7,61,57
Turning Point,2009,tt1365043,nm2514345,Acim Vasic,2229804.7088256725,5.0,12,27
We Need to Talk about Kevin,2011,tt1242460,nm0708903,Lynne Ramsay,-1011460.9662508751,4.8,14,42
Dangerous Liaisons,2012,tt2071441,nm0403297,Jin-ho Hur,-31964353.7303362,3.9,14,49
Bitter Rice,1949,tt0040737,nm0211459,Giuseppe De Santis,0.0,4.8,12,32
Jigsaw,1962,tt0056121,nm0346436,Val Guest,0.0,4.7,79,51
Ship of Fools,1965,tt0059712,nm0006452,Stanley Kramer,0.0,6.3,18,52
Parichay,1972,tt0216067,nm0347899,Gulzar,0.0,4.8,41,38
CrissCross,1992,tt0104027,nm0579580,Chris Menges,5150446.5515453145,4.5,6,52
Gharshana,2004,tt0475591,nm1069826,Gautham Vasudev Menon,0.0,4.7,40,31
Kansas City Confidential,1952,tt0044789,nm0439597,Phil Karlson,0.0,4.7,72,44
Blush,1995,tt0110051,nm0508508,Shaohong Li,0.0,4.6,34,40
The Rainbow Thief,1990,tt0100456,nm0423524,Alejandro Jodorowsky,-18118719.30607819,4.1,11,61
Bang,1995,tt0109266,nm0038609,Ash Baron-Cohen,0.0,4.5,7,28
Le Havre,2011,tt1508675,nm0442454,Aki Kaurismäki,9571945.71679454,4.9,26,54
Deceived,1991,tt0101694,nm0364578,Damian Harris,11609286.614221303,4.7,14,33
Rahul,2001,tt0277981,nm0422552,Prakash Jha,0.0,4.3,39,49
Gladiator,2000,tt0172495,nm0000631,Ridley Scott,11609286.614221303,8.2,62,63
Vampires,1998,tt0120877,nm0000118,John Carpenter,448427.99235621904,4.5,32,50
On the Inside,2011,tt1260365,nm0113325,D.W. Brown,-4209781.163055196,4.2,4,50
Crab Trap,2009,tt1503773,nm2697540,Óscar Ruiz Navia,0.0,4.6,12,27
Andaz,1949,tt0041123,nm0006371,Mehboob Khan,0.0,4.6,24,42
Night and Day,2008,tt1176096,nm0393254,Hong Sang-soo,229651.20717982063,4.7,34,48
The Bucket List,2007,tt0825232,nm0001661,Rob Reiner,11609286.614221303,5.0,29,60
The Blue Gardenia,1953,tt0045564,nm0000485,Fritz Lang,0.0,4.6,45,63
Charlie St. Cloud,2010,tt1438254,nm0824882,Burr Steers,2269528.7471263045,4.6,15,45
The Private Life of Sherlock Holmes,1970,tt0066249,nm0000697,Billy Wilder,-60975187.80854261,3.6,25,64
Tomorrow Never Dies,1997,tt0120347,nm0006854,Roger Spottiswoode,11609286.614221303,4.8,37,52
Ben,1972,tt0068264,nm0439597,Phil Karlson,0.0,4.3,72,64
The Incredible Hulk,2008,tt0800080,nm0504642,Louis Leterrier,11609286.614221303,4.8,47,35
Happy-Go-Lucky,2008,tt1045670,nm0005139,Mike Leigh,11609286.614221303,4.9,35,65
Django Unchained,2012,tt1853728,nm0000233,Quentin Tarantino,-103110818.48495547,4.4,19,49
The Devil is Driving,1932,tt0022815,nm0831577,Benjamin Stoloff,0.0,4.5,97,37
Glove,2011,tt1832362,nm0437652,Kang Woo-suk,11609286.614221303,4.8,20,51
The Winner,1996,tt0118174,nm0007182,Alex Cox,0.0,4.2,22,42
Sansho the Bailiff,1954,tt0047445,nm0003226,Kenji Mizoguchi,0.0,5.0,93,56
Saajan Chale Sasural,1996,tt0246905,nm0223522,David Dhawan,0.0,4.4,46,41
Stranger on the Third Floor,1940,tt0033107,nm0409069,Boris Ingster,-2893222.96728138,4.6,3,37
A Problem with Fear,2003,tt0347817,nm0122672,Gary Burns,0.0,4.3,9,43
It Could Happen to You,1994,tt0110167,nm0000921,Andrew Bergman,11609286.614221303,4.7,7,49
The Descent,2005,tt0435625,nm0551076,Neil Marshall,11609286.614221303,4.9,28,35
Why Has Bodhi-Dharma Left for the East?,1989,tt0097195,nm0046282,Yong-Kyun Bae,0.0,4.7,2,38
Jack's Back,1988,tt0095389,nm0380705,Rowdy Herrington,985952.1674624764,4.4,19,37
Madadayo,1993,tt0107474,nm0000041,Akira Kurosawa,0.0,4.7,32,83
Knight Moves,1992,tt0104627,nm0770918,Carl Schenkel,11609286.614221303,4.7,23,44
Cry of Battle,1963,tt0056967,nm0503615,Irving Lerner,0.0,4.4,33,54
Kansas City Bomber,1972,tt0068795,nm0293197,Jerrold Freedman,0.0,4.3,34,31
The Professional,2003,tt0339535,nm0468169,Dusan Kovacevic,0.0,5.0,3,55
Agnosia,2010,tt1519245,nm1079001,Eugenio Mira,0.0,4.3,12,33
Aradhana,1962,tt0055757,nm0710615,V. Madhusudan Rao,0.0,4.5,74,45
Coming Home,1978,tt0077362,nm0000797,Hal Ashby,11609286.614221303,6.8,17,49
Road to Nhill,1997,tt0120025,nm0112262,Sue Brooks,0.0,4.6,13,44
Woman in Hiding,1950,tt0042052,nm0330456,Michael Gordon,0.0,4.6,30,41
The Screaming Skull,1958,tt0052169,nm0630132,Alex Nicol,0.0,4.0,23,42
Gemini,1999,tt0210302,nm0875354,Shin'ya Tsukamoto,0.0,4.6,29,39
The Landlord,1970,tt0065963,nm0000797,Hal Ashby,0.0,4.6,17,41
Anonymous,2011,tt1521197,nm0000386,Roland Emmerich,-15370871.90886499,4.3,26,56
Hearts in Atlantis,2001,tt0252501,nm0382956,Scott Hicks,-107741.2499482304,4.6,35,48
Matador,1986,tt0091495,nm0000264,Pedro Almodóvar,0.0,4.6,43,37
Adventure in Baltimore,1949,tt0041093,nm0908831,Richard Wallace,0.0,4.5,60,55
Stage Fright,1950,tt0042994,nm0000033,Alfred Hitchcock,0.0,4.7,81,51
The Crush,1993,tt0106627,nm0788454,Alan Shapiro,11609286.614221303,4.6,9,36
Raat,1992,tt0266875,nm0890060,Ram Gopal Varma,0.0,4.7,79,30
Amrit,1986,tt0233206,nm0474839,Mohan Kumar,0.0,4.7,14,52
Barocco,1976,tt0074184,nm0029242,André Téchiné,0.0,4.4,35,33
Taffin,1988,tt0096211,nm0576283,Francis Megahy,0.0,4.4,45,53
Suspicious River,2000,tt0219333,nm0832369,Lynne Stopkewich,0.0,4.4,42,36
The House of the Devil,2009,tt1172994,nm1488800,Ti West,111688.1988149674,4.5,29,29
A Moment of Innocence,1996,tt0117214,nm0538532,Mohsen Makhmalbaf,56747.251478057595,4.8,30,39
Blast From the Past,1999,tt0124298,nm0933505,Hugh Wilson,7479796.967672219,4.7,32,56
Benji,1974,tt0071206,nm0131995,Joe Camp,11609286.614221303,4.7,24,35
Tokyo Godfathers,2003,tt0388473,nm0464804,Satoshi Kon,0.0,4.8,20,40
Some Girl,1998,tt0125766,nm0446837,Rory Kelly,0.0,4.4,10,37
Mandabi,1968,tt0063268,nm0783733,Ousmane Sembene,0.0,4.7,12,45
Alice Doesn't Live Here Anymore,1974,tt0071115,nm0000217,Martin Scorsese,11609286.614221303,5.6,74,32
Déjà Vu,1997,tt0119033,nm0415617,Henry Jaglom,0.0,4.6,21,59
The Gilded Cage,1955,tt0047023,nm0319241,John Gilling,0.0,4.3,66,43
Mix Me a Person,1962,tt0056243,nm0635554,Leslie Norman,0.0,4.5,69,51
The Invasion,2007,tt0427392,nm0386570,Oliver Hirschbiegel,-45475823.055295415,3.6,62,50
Funny Dirty Little War,1983,tt0086017,nm0647055,Héctor Olivera,0.0,4.7,33,52
Rabid,1977,tt0076590,nm0000343,David Cronenberg,-2070180.145744535,4.5,48,34
The Sugarland Express,1974,tt0072226,nm0000229,Steven Spielberg,11609286.614221303,4.8,60,28
Season,1989,tt0292226,nm0655802,P. Padmarajan,0.0,4.8,18,44
The Last Lear,2007,tt1039969,nm0315916,Rituparno Ghosh,-1712646.4314867237,4.6,21,44
The Soloist,2009,tt0821642,nm0942504,Joe Wright,-23908994.455891833,4.2,47,37
Lies,1999,tt0208995,nm0417541,Jang Sun-woo,0.0,4.3,10,47
Last Plane Out,1983,tt0085823,nm0625287,David Nelson,274468.96431559575,4.1,20,47
Practical Magic,1998,tt0120791,nm0001162,Griffin Dunne,-9676645.092020858,4.3,13,43
Not One Less,1999,tt0209189,nm0955443,Yimou Zhang,0.0,4.8,31,48
The Home Song Stories,2007,tt0452631,nm0044016,Tony Ayres,0.0,4.7,12,46
Ten Canoes,2006,tt0466399,nm0208854,Rolf de Heer,-2348670.166590881,4.6,20,55
The Blue Lagoon,1980,tt0080453,nm0459170,Randal Kleiser,11609286.614221303,4.6,38,34
Beloved/Friend,1999,tt0185154,nm0690532,Ventura Pons,0.0,4.6,34,54
In the Valley of Elah,2007,tt0478134,nm0353673,Paul Haggis,7449200.182558724,4.8,31,54
Drifting Clouds,1996,tt0116752,nm0442454,Aki Kaurismäki,0.0,4.8,26,39
Camila,1984,tt0087027,nm0069833,María Luisa Bemberg,0.0,4.6,8,62
Shiri,1999,tt0192657,nm0437625,Je-kyu Kang,-7105993.296312971,4.4,7,37
Female Prisoner #701: Scorpion,1972,tt0226872,nm0411746,Shun'ya Itô,0.0,4.7,14,35
Clay Pigeons,1998,tt0118863,nm0229694,David Dobkin,2605541.89853484,4.6,22,29
The Gang,2000,tt0282513,nm0930798,J. Williams,0.0,3.8,10,52
25 Watts,2001,tt0280381,nm0831526,Pablo Stoll,-267397.77861445775,4.7,7,27
The Twins,2005,tt0464760,nm6621485,Heung-sik Park,0.0,4.3,5,43
Music Box,1989,tt0100211,nm0002020,Costa-Gavras,11609286.614221303,4.9,22,56
Twin Sitters,1994,tt0122768,nm0660893,John Paragon,0.0,4.4,33,40
The Housemaid,1960,tt0150980,nm0453579,Kim Ki-young,0.0,4.7,34,41
Rosewood,1997,tt0120036,nm0005436,John Singleton,-24880011.488388535,4.3,19,29
Marathon Man,1976,tt0074860,nm0772259,John Schlesinger,11609286.614221303,5.0,28,50
Unnai Ninaithu,2002,tt6358182,nm1417315,Vikraman,0.0,4.7,16,36
No Way Out,1950,tt0042792,nm0000581,Joseph L. Mankiewicz,0.0,4.7,22,41
First Monday in October,1981,tt0082382,nm0623768,Ronald Neame,0.0,4.5,25,70
"Smell of Camphor, Fragrance of Jasmine",2000,tt0262774,nm0267715,Bahman Farmanara,0.0,4.6,11,59
The Secret Garden,1949,tt0041855,nm0928208,Fred M. Wilcox,0.0,4.8,11,42
Escape from Alcatraz,1979,tt0079116,nm0796923,Don Siegel,11609286.614221303,5.0,52,67
Claire,2001,tt0368652,nm1387665,Milford Thomas,0.0,4.7,1,36
Four Lions,2010,tt1341167,nm0606439,Christopher Morris,-1050587.0027447138,4.7,23,45
The Navigator,1924,tt0015163,nm0187981,Donald Crisp,0.0,4.8,72,42
Thodisi Bewafaii,1980,tt0081624,nm0795430,Esmayeel Shroff,0.0,4.4,15,23
Sirocco,1951,tt0044040,nm0076779,Curtis Bernhardt,11609286.614221303,4.7,42,52
American Me,1992,tt0103671,nm0001579,Edward James Olmos,11609286.614221303,4.9,11,45
Talk to Her,2002,tt0287467,nm0000264,Pedro Almodóvar,11609286.614221303,5.6,43,53
Edge of Darkness,2010,tt1226273,nm0132709,Martin Campbell,1220432.368359584,4.6,63,67
Solomon & Gaenor,1999,tt0181830,nm0607422,Paul Morrison,235187.0601280704,4.6,10,55
The Thomas Crown Affair,1999,tt0155267,nm0001532,John McTiernan,11609286.614221303,4.8,13,48
Padre Padrone,1977,tt0076517,nm0851752,Paolo Taviani,0.0,4.7,20,46
Days of Wine and Roses,1962,tt0055895,nm0001175,Blake Edwards,0.0,5.8,75,40
High and Low,1963,tt0057565,nm0000041,Akira Kurosawa,-1932540.1360544215,4.9,32,53
The Lords of Flatbush,1974,tt0071772,nm0203429,Martin Davidson,-768182.254520872,4.3,27,35
An Autumn Afternoon,1962,tt0056444,nm0654868,Yasujirô Ozu,0.0,4.9,54,59
Dead End Drive-In,1986,tt0090915,nm0872062,Brian Trenchard-Smith,146868.93636432753,4.4,93,40
The Sicilian,1987,tt0093966,nm0001047,Michael Cimino,-7486219.510754677,4.2,9,48
2001: A Space Odyssey,1968,tt0062622,nm0000040,Stanley Kubrick,11609286.614221303,5.9,16,40
Amma Nanna O Tamila Ammayi,2003,tt0374497,nm0700872,Puri Jagannadh,0.0,4.7,39,37
Slumdog Millionaire,2008,tt1010048,nm0000965,Danny Boyle,11609286.614221303,8.7,51,52
Temptress Moon,1996,tt0116295,nm0155280,Kaige Chen,0.0,4.6,23,44
Bullitt,1968,tt0062765,nm0946811,Peter Yates,11609286.614221303,5.5,39,39
Ulsavapittennu,1989,tt0216319,nm0329727,Bharat Gopy,0.0,4.8,5,52
Achanak,1973,tt0215466,nm0347899,Gulzar,0.0,4.7,41,39
Adventure,1945,tt0037494,nm0281808,Victor Fleming,0.0,4.5,46,56
Miss Susie Slagle's,1946,tt0037917,nm0077587,John Berry,0.0,4.6,33,29
Permanent Residence,2009,tt1386963,nm2947826,Scud,0.0,4.5,8,42
Somewhere in the Night,1946,tt0038965,nm0000581,Joseph L. Mankiewicz,0.0,4.7,22,37
The Scoundrel,1935,tt0026970,nm0372942,Ben Hecht,0.0,4.9,6,41
Royal Flash,1975,tt0073639,nm0504513,Richard Lester,0.0,4.5,56,43
Flash Gordon,1980,tt0080745,nm0388198,Mike Hodges,-22671630.661704924,4.2,35,48
Hick,2011,tt1205558,nm0553796,Derick Martini,0.0,4.3,8,39
The Last Mile,1932,tt0023117,nm0083900,Samuel Bischoff,0.0,4.5,1,42
Stella Dallas,1937,tt0029608,nm0896542,King Vidor,0.0,4.7,73,43
Savage Nights,1992,tt0105032,nm0171664,Cyril Collard,1117472.8782480103,4.7,4,35
Children on Their Birthdays,2002,tt0283991,nm0575865,Mark Medoff,0.0,4.5,4,62
Nosotros los pobres,1948,tt0039668,nm0735879,Ismael Rodríguez,0.0,4.8,61,31
The Learning Tree,1969,tt0064579,nm0662953,Gordon Parks,0.0,4.7,10,57
Stray Cat Rock: Sex Hunter,1970,tt0223783,nm0367915,Yasuharu Hasebe,0.0,4.5,67,38
Shield for Murder,1954,tt0047479,nm0462322,Howard W. Koch,0.0,4.6,71,38
Back Roads,1981,tt0082042,nm0728688,Martin Ritt,0.0,4.4,33,67
Wild Orchids,1929,tt0020589,nm0291548,Sidney Franklin,11609286.614221303,4.7,44,36
Shikari,2000,tt0120117,nm0151504,N. Chandra,0.0,4.1,16,48
Billy Bathgate,1991,tt0101453,nm0000914,Robert Benton,-56379746.41574864,3.4,12,59
Arundhati,2009,tt1361809,nm0707952,Kodi Ramakrishna,-3217444.421524026,4.7,93,60
Anokhi Raat,1968,tt0147843,nm5556806,Asit Sen,0.0,4.7,21,46
The Power of Love,1922,tt0013506,nm0222401,Nat G. Deverich,0.0,4.6,4,29
Salt,2010,tt0944835,nm0637518,Phillip Noyce,11609286.614221303,4.7,79,60
Love + hate,2005,tt0471018,nm0767289,Dominic Savage,0.0,4.6,33,43
Peter Ibbetson,1935,tt0026866,nm0368871,Henry Hathaway,0.0,4.6,64,37
The Girl with the Dragon Tattoo,2011,tt1568346,nm0000399,David Fincher,11609286.614221303,6.0,33,49
A Hen in the Wind,1948,tt0040505,nm0654868,Yasujirô Ozu,0.0,4.7,54,45
The Love of Sunya,1927,tt0018113,nm0662032,Albert Parker,0.0,4.5,35,42
They Live by Night,1948,tt0040872,nm0712947,Nicholas Ray,0.0,4.7,26,37
First Yank into Tokyo,1945,tt0037701,nm0235066,Gordon Douglas,0.0,4.3,95,38
Sucker Punch,2011,tt0978764,nm0811583,Zack Snyder,8201182.033167486,4.6,18,45
Mata Hari,1931,tt0023196,nm0280463,George Fitzmaurice,-8685947.243835617,4.4,80,46
The Two of Us,1967,tt0063771,nm0001945,Claude Berri,0.0,4.8,24,33
The Adventures of Marco Polo,1938,tt0029842,nm0562845,Archie Mayo,0.0,4.4,85,47
Early Summer,1951,tt0043313,nm0654868,Yasujirô Ozu,0.0,4.9,54,48
Moon,2009,tt1182345,nm1512910,Duncan Jones,5252654.665137792,4.9,8,38
Gambit,1966,tt0060445,nm0623768,Ronald Neame,0.0,4.7,25,55
The Tango Lesson,1997,tt0120275,nm0006845,Sally Potter,0.0,4.6,23,48
Greed,1924,tt0015881,nm0002233,Erich von Stroheim,-3760904.791746958,4.8,8,39
"Aguirre, the Wrath of God",1972,tt0068182,nm0001348,Werner Herzog,-520838.43762455153,4.8,86,30
The Sea Inside,2004,tt0369702,nm0024622,Alejandro Amenábar,11609286.614221303,5.6,18,32
The Reckless Moment,1949,tt0041786,nm0649097,Max Ophüls,7131298.7567098355,4.8,26,47
Osaka Elegy,1936,tt0028021,nm0003226,Kenji Mizoguchi,0.0,4.7,93,38
Salmon Fishing in the Yemen,2011,tt1441952,nm0002120,Lasse Hallström,11609286.614221303,4.8,70,65
Congo,1995,tt0112715,nm0550881,Frank Marshall,11609286.614221303,4.5,19,49
Thief,1981,tt0083190,nm0000520,Michael Mann,11609286.614221303,5.0,29,38
Little Women,1933,tt0024264,nm0002030,George Cukor,11609286.614221303,4.9,53,34
Variola Vera,1982,tt0083275,nm0548648,Goran Markovic,0.0,4.9,62,36
We Own the Night,2007,tt0498399,nm0336695,James Gray,11609286.614221303,4.8,16,38
The Super Cops,1974,tt0072228,nm0662953,Gordon Parks,0.0,4.6,10,62
I Married a Monster from Outer Space,1958,tt0051756,nm0288635,Gene Fowler Jr.,-1435593.2717297142,4.5,44,41
Judge Dredd,1995,tt0113492,nm0134176,Danny Cannon,11609286.614221303,4.6,82,27
Scar,2007,tt0847520,nm0918554,Jed Weintrob,0.0,4.0,17,38
Factotum,2005,tt0417658,nm0357584,Bent Hamer,0.0,4.6,10,49
The Old Maid,1939,tt0031750,nm0332539,Edmund Goulding,0.0,4.7,33,48
Poovellam Kettuppar,1999,tt0323675,nm1182689,Vasanth,0.0,4.6,13,36
Judy Berlin,1999,tt0181618,nm0578857,Eric Mendelsohn,0.0,4.6,3,35
Music in Darkness,1948,tt0040622,nm0000005,Ingmar Bergman,0.0,4.5,85,30
Far Cry,2008,tt0400426,nm0093051,Uwe Boll,-32158289.70008244,3.3,34,43
Fireproof,2008,tt1129423,nm1731937,Alex Kendrick,11609286.614221303,4.7,6,38
Hide and Seek,2005,tt0382077,nm0689852,John Polson,11609286.614221303,4.6,81,40
Tomorrow at Seven,1933,tt0024679,nm0258015,Ray Enright,0.0,4.4,75,37
The Comfort of Strangers,1990,tt0099292,nm0001707,Paul Schrader,0.0,4.5,25,44
Serial Lover,1998,tt0155157,nm0404485,James Huth,0.0,4.6,10,32
Our Dancing Daughters,1928,tt0019237,nm0064600,Harry Beaumont,0.0,4.6,99,40
Our Lady of the Assassins,2000,tt0250809,nm0775447,Barbet Schroeder,0.0,4.6,53,59
Night Trap,1993,tt0107684,nm0697935,David A. Prior,0.0,4.0,33,38
Aadmi Khilona Hai,1993,tt0106221,nm0695162,J. Om Prakash,0.0,4.2,19,66
All Good Things,2010,tt1175709,nm1285613,Andrew Jarecki,699751.8759329619,4.5,20,47
The Bonfire of the Vanities,1990,tt0099165,nm0000361,Brian De Palma,-56727550.39598954,3.4,39,50
Three Steps in the Dark,1953,tt0220811,nm0083783,Daniel Birt,0.0,4.4,17,46
Mr. Nice,2010,tt1183911,nm0741262,Bernard Rose,0.0,4.5,30,50
Ceiling Zero,1936,tt0026191,nm0001328,Howard Hawks,0.0,4.6,39,40
