Movie_name,Top_genres,Release_Date,tconst,nconst,Director_name,Successful,director_name,num_movies,birth_year,death_year,Director_age
Apne,Drama,2007,tt0814014,nm0788858,Anil Sharma,4.5,Anil Sharma,22.0,1955,0,52
Jud Süß,Drama,1940,tt0032653,nm0363235,Veit Harlan,4.2,Veit Harlan,31.0,1899,1964,41
Wasp,Other,2003,tt0388534,nm0036349,Andrea Arnold,4.8,Andrea Arnold,28.0,1961,0,42
Golden Yeggs,Other,1950,tt0042512,nm0293989,Friz Freleng,4.7,Friz Freleng,423.0,1904,1995,46
Melody,Other,1953,tt0046064,nm0453832,Ward Kimball,4.5,Ward Kimball,19.0,1914,2002,39
Holiday Inn,Family,1942,tt0034862,nm0762263,Mark Sandrich,5.4,Mark Sandrich,76.0,1900,1945,42
Bawke,Other,2005,tt0493396,nm2106742,Hisham Zaman,4.8,Hisham Zaman,11.0,1975,0,30
Baazi,Family,1995,tt0121989,nm0332950,Ashutosh Gowariker,4.5,Ashutosh Gowariker,13.0,1964,0,31
Tomorrow is Forever,Drama,1946,tt0039041,nm0681635,Irving Pichel,4.7,Irving Pichel,36.0,1891,1954,55
Looper,Fiction,2012,tt1276104,nm0426059,Rian Johnson,5.0,Rian Johnson,21.0,1973,0,39
Daffy Duck Slept Here,Other,1948,tt0040262,nm0571781,Robert McKimson,4.8,Robert McKimson,270.0,1910,1977,38
Lady Cocoa,Drama,1975,tt0073259,nm0162343,Matt Cimber,4.2,Matt Cimber,82.0,1936,0,39
Carry On Teacher,Family,1959,tt0052676,nm0858873,Gerald Thomas,4.5,Gerald Thomas,90.0,1920,1993,39
The Living Dead,Horror,1932,tt0023640,nm0652650,Richard Oswald,4.6,Richard Oswald,111.0,1880,1963,52
J'ai quelque chose à vous dire,Other,1931,tt0022008,nm0002165,Marc Allégret,4.5,Marc Allégret,54.0,1900,1973,31
Sella Turcica,Drama,2010,tt1773039,nm1651758,Fred Vogel,4.2,Fred Vogel,5.0,1976,0,34
Bright Young Things,Drama,2003,tt0325123,nm0000410,Stephen Fry,4.3,Stephen Fry,1.0,1957,0,46
Condemned to Live,Drama,1935,tt0026230,nm0833965,Frank R. Strayer,4.2,Frank R. Strayer,91.0,1891,1964,44
Future Zone,Fiction,1990,tt0099625,nm0697935,David A. Prior,3.9,David A. Prior,33.0,1955,2015,35
Cadence,Drama,1990,tt0101531,nm0000640,Martin Sheen,4.6,Martin Sheen,2.0,1940,0,50
Stroker Ace,Action/Adventure,1983,tt0086379,nm0624102,Hal Needham,4.4,Hal Needham,20.0,1931,2013,52
Mona Lisa,Drama,1986,tt0091538,nm0001403,Neil Jordan,4.7,Neil Jordan,29.0,1950,0,36
Crossover,Action/Adventure,2006,tt0473024,nm0926211,Preston A. Whitmore II,3.6,Preston A. Whitmore II,8.0,1962,0,44
Towed in a Hole,Other,1932,tt0023613,nm0550892,George Marshall,4.8,George Marshall,207.0,1891,1975,41
Late Spring,Drama,1949,tt0041154,nm0654868,Yasujirô Ozu,4.9,Yasujirô Ozu,54.0,1903,1963,46
Hare Remover,Other,1946,tt0038588,nm0571781,Robert McKimson,4.7,Robert McKimson,270.0,1910,1977,36
The Left Handed Gun,Action/Adventure,1958,tt0051849,nm0671957,Arthur Penn,4.5,Arthur Penn,67.0,1922,2010,36
They Met in Bombay,Drama,1941,tt0034281,nm0113284,Clarence Brown,4.6,Clarence Brown,52.0,1890,1987,51
For Love of the Game,Drama,1999,tt0126916,nm0000600,Sam Raimi,4.5,Sam Raimi,42.0,1959,0,40
This Sporting Life,Drama,1963,tt0057578,nm0000755,Lindsay Anderson,4.7,Lindsay Anderson,38.0,1923,1994,40
Kisses and Caroms,Family,2006,tt0381341,nm1455690,Vincent Rocca,4.1,Vincent Rocca,2.0,1973,0,33
Vulgaria,Other,2012,tt2266938,nm1001051,Ho-Cheung Pang,4.5,Ho-Cheung Pang,17.0,1973,0,39
Brigands,Other,1999,tt0177576,nm0820155,Pasquale Squitieri,4.4,Pasquale Squitieri,29.0,1938,2017,61
Operation Petticoat,Action/Adventure,1959,tt0053143,nm0001175,Blake Edwards,4.7,Blake Edwards,75.0,1922,2010,37
First Action Hero,Action/Adventure,1994,tt0194727,nm0335924,Ninì Grassia,4.2,Ninì Grassia,32.0,1944,2010,50
Verbo,Other,2011,tt1534564,nm1028596,Eduardo Chapero-Jackson,4.1,Eduardo Chapero-Jackson,31.0,1971,0,40
The Way to the Gold,Drama,1957,tt0051181,nm0916271,Robert D. Webb,4.7,Robert D. Webb,21.0,1903,1990,54
The Mysterious Dr. Fu Manchu,Drama,1929,tt0020197,nm0498174,Rowland V. Lee,4.4,Rowland V. Lee,57.0,1891,1975,38
Gone to Earth,Drama,1950,tt0042513,nm0003836,Michael Powell,4.6,Michael Powell,58.0,1905,1990,45
The Pride of the Yankees,Drama,1942,tt0035211,nm0939992,Sam Wood,6.5,Sam Wood,74.0,1883,1949,59
The Badlanders,Action/Adventure,1958,tt0051393,nm0202681,Delmer Daves,4.7,Delmer Daves,30.0,1904,1977,54
Million Dollar Legs,Other,1932,tt0023225,nm0166836,Edward F. Cline,4.6,Edward F. Cline,169.0,1891,1961,41
Passing Fancy,Drama,1933,tt0023937,nm0654868,Yasujirô Ozu,4.7,Yasujirô Ozu,54.0,1903,1963,30
Sila Nerangalil Sila Manithargal,Other,1975,tt0157039,nm0080406,A. Bhimsingh,4.8,A. Bhimsingh,63.0,1924,1978,51
Ninja III: The Domination,Action/Adventure,1984,tt0087805,nm0278735,Sam Firstenberg,4.3,Sam Firstenberg,28.0,1950,0,34
Blood Rage,Other,1987,tt0085253,nm0342626,John Grissmer,4.4,John Grissmer,2.0,1933,0,54
The Beast of the City,Drama,1932,tt0022660,nm0102643,Charles Brabin,4.7,Charles Brabin,118.0,1882,1957,50
The Mystery of Mr. X,Drama,1934,tt0025546,nm0783629,Edgar Selwyn,4.6,Edgar Selwyn,8.0,1875,1944,59
Circus of Horrors,Fiction,1960,tt0053717,nm0370868,Sidney Hayers,4.4,Sidney Hayers,201.0,1921,2000,39
A Man Could Get Killed,Action/Adventure,1966,tt0060662,nm0623768,Ronald Neame,4.4,Ronald Neame,25.0,1911,2010,55
Three Violent People,Drama,1956,tt0049849,nm0005789,Rudolph Maté,4.7,Rudolph Maté,38.0,1898,1964,58
Inland Empire,Drama,2006,tt0460829,nm0000186,David Lynch,4.7,David Lynch,300.0,1946,0,60
The Clearing,Drama,2004,tt0331952,nm0115764,Pieter Jan Brugge,4.4,Pieter Jan Brugge,2.0,1956,0,48
Malibu Express,Drama,1985,tt0089539,nm0796477,Andy Sidaris,4.2,Andy Sidaris,21.0,1931,2007,54
Children of Montmartre,Other,1933,tt0024310,nm0072328,Jean Benoît-Lévy,4.7,Jean Benoît-Lévy,101.0,1888,1959,45
Son of Fury: The Story of Benjamin Blake,Action/Adventure,1942,tt0035360,nm0188669,John Cromwell,4.7,John Cromwell,47.0,1886,1979,56
La Florida,Family,1993,tt0106931,nm0586198,George Mihalka,4.4,George Mihalka,146.0,1953,0,40
The Fighting Sullivans,Drama,1944,tt0037323,nm0045800,Lloyd Bacon,4.8,Lloyd Bacon,129.0,1889,1955,55
The Mummy's Ghost,Horror,1944,tt0037099,nm0494110,Reginald Le Borg,4.4,Reginald Le Borg,128.0,1902,1989,42
Death to Smoochy,Family,2002,tt0266452,nm0000362,Danny DeVito,3.4,Danny DeVito,26.0,1944,0,58
Robot Taekwon V,Other,1976,tt0245655,nm1040494,Cheong-gi Kim,4.4,Cheong-gi Kim,13.0,1941,0,35
Fixed Bayonets!,Action/Adventure,1951,tt0043540,nm0002087,Samuel Fuller,4.8,Samuel Fuller,41.0,1912,1997,39
Ware für Katalonien,Other,1959,tt0053433,nm0343275,Richard Groschopp,4.7,Richard Groschopp,70.0,1906,1996,53
The Giants,Other,2011,tt1756595,nm0099521,Bouli Lanners,4.6,Bouli Lanners,6.0,1965,0,46
Chances Are,Family,1989,tt0097044,nm0001915,Emile Ardolino,4.8,Emile Ardolino,19.0,1943,1993,46
Eye of the Tiger,Action/Adventure,1986,tt0091027,nm0764781,Richard C. Sarafian,4.4,Richard C. Sarafian,140.0,1930,2013,56
Universal Soldier: The Return,Action/Adventure,1999,tt0176269,nm0734747,Mic Rodgers,3.2,Mic Rodgers,1.0,1954,0,45
The Cat's-Paw,Family,1934,tt0024961,nm0853130,Sam Taylor,4.6,Sam Taylor,16.0,1895,1958,39
The Creeping Flesh,Drama,1973,tt0068424,nm0005711,Freddie Francis,4.5,Freddie Francis,50.0,1917,2007,56
Brain Donors,Family,1992,tt0103872,nm0240797,Dennis Dugan,4.7,Dennis Dugan,63.0,1946,0,46
The Adventures of Buckaroo Banzai Across the 8th Dimension,Fiction,1984,tt0086856,nm0725379,W.D. Richter,4.7,W.D. Richter,2.0,1945,0,39
Afterglow,Family,1997,tt0118566,nm0748928,Alan Rudolph,4.4,Alan Rudolph,22.0,1943,0,54
Aar Paar,Other,1985,tt0268117,nm0759662,Shakti Samanta,4.5,Shakti Samanta,41.0,1926,2009,59
Fanfan la Tulipe,Action/Adventure,1952,tt0044602,nm0160108,Christian-Jaque,4.7,Christian-Jaque,131.0,1904,1994,48
The Leghorn Blows at Midnight,Other,1950,tt0042670,nm0571781,Robert McKimson,4.7,Robert McKimson,270.0,1910,1977,40
Mediterraneo,Drama,1991,tt0102426,nm0759368,Gabriele Salvatores,5.2,Gabriele Salvatores,27.0,1950,0,41
Of Gods and Men,Drama,2010,tt1588337,nm0064741,Xavier Beauvois,4.6,Xavier Beauvois,12.0,1967,0,43
Irakal,Other,1985,tt0214799,nm0313489,K.G. George,4.9,K.G. George,22.0,1946,2023,39
Welcome to Mooseport,Family,2004,tt0361925,nm0677953,Donald Petrie,3.9,Donald Petrie,53.0,1954,0,50
Teree Sang: A Kidult Love Story,Drama,2009,tt1485072,nm0442479,Satish Kaushik,4.5,Satish Kaushik,179.0,1956,2023,53
Vice Versa,Drama,1988,tt0096380,nm0317981,Brian Gilbert,4.6,Brian Gilbert,10.0,1960,0,28
The Killing Fields,Drama,1984,tt0087553,nm0423646,Roland Joffé,6.8,Roland Joffé,79.0,1945,0,39
Bol Radha Bol,Other,1992,tt0172188,nm0223522,David Dhawan,4.5,David Dhawan,46.0,1955,0,37
The Seven Little Foys,Family,1955,tt0048604,nm0789520,Melville Shavelson,4.8,Melville Shavelson,20.0,1917,2007,38
Down and Out in Beverly Hills,Family,1986,tt0090966,nm0005196,Paul Mazursky,4.7,Paul Mazursky,19.0,1930,2014,56
Walk a Crooked Mile,Drama,1948,tt0040947,nm0235066,Gordon Douglas,4.5,Gordon Douglas,95.0,1907,1993,41
Dream Home,Drama,2010,tt1407972,nm1001051,Ho-Cheung Pang,4.6,Ho-Cheung Pang,17.0,1973,0,37
A Lost Lady,Drama,1934,tt0025422,nm0337586,Alfred E. Green,4.4,Alfred E. Green,172.0,1889,1960,45
Inkheart,Fiction,2008,tt0494238,nm0812200,Iain Softley,4.5,Iain Softley,15.0,1958,0,50
Alaskan Nights,Other,1930,tt0149612,nm0332441,Manny Gould,4.3,Manny Gould,146.0,1904,1975,26
Green Fire,Drama,1954,tt0047050,nm0554249,Andrew Marton,4.4,Andrew Marton,77.0,1904,1992,50
Desperate Moment,Drama,1953,tt0045681,nm0071682,Compton Bennett,4.6,Compton Bennett,22.0,1900,1974,53
Vincere,Drama,2009,tt1156173,nm0069166,Marco Bellocchio,4.6,Marco Bellocchio,57.0,1939,0,70
Fourteen Hours,Drama,1951,tt0043560,nm0368871,Henry Hathaway,4.7,Henry Hathaway,64.0,1898,1985,53
Mammoth,Drama,2009,tt1038043,nm0600546,Lukas Moodysson,4.4,Lukas Moodysson,24.0,1969,0,40
Fire with Fire,Drama,1986,tt0091053,nm0316496,Duncan Gibbins,4.7,Duncan Gibbins,4.0,1952,1993,34
Close-up,Drama,1990,tt0100234,nm0452102,Abbas Kiarostami,4.9,Abbas Kiarostami,42.0,1940,2016,50
Tawaif,Family,1985,tt0090138,nm0159148,B.R. Chopra,4.6,B.R. Chopra,206.0,1914,2008,71
Handsome Harry,Drama,2009,tt1318001,nm0330028,Bette Gordon,4.4,Bette Gordon,13.0,1950,0,59
Tortilla Soup,Drama,2001,tt0255653,nm0728048,Maria Ripoll,4.7,Maria Ripoll,18.0,1964,0,37
My Memories of Old Beijing,Other,1983,tt0085326,nm0943195,Yigong Wu,4.8,Yigong Wu,5.0,1938,2019,45
Suyamvaram,Other,1999,tt0354946,nm1326535,Sundar C.,4.4,Sundar C.,38.0,1968,0,31
Hathyar: Face to Face with Reality,Drama,2002,tt0337633,nm0542498,Mahesh Manjrekar,4.4,Mahesh Manjrekar,43.0,1953,0,49
Nevada,Other,1927,tt0018199,nm0914112,John Waters,4.5,John Waters,14.0,1893,1965,34
Twist Around the Clock,Family,1961,tt0055554,nm0748979,Oscar Rudolph,4.2,Oscar Rudolph,324.0,1911,1991,50
The Reunion,Other,2012,tt2321626,nm2414786,Frasco Mortiz,4.5,Frasco Mortiz,241.0,1978,0,34
Mukunthetta Sumitra Vilikkunnu,Other,1988,tt0255396,nm0698184,Priyadarshan,4.8,Priyadarshan,88.0,1957,0,31
Pale Rider,Drama,1985,tt0089767,nm0000142,Clint Eastwood,4.5,Clint Eastwood,43.0,1930,0,55
The Bone Collector,Drama,1999,tt0145681,nm0637518,Phillip Noyce,4.8,Phillip Noyce,79.0,1950,0,49
Nenjinile,Other,1999,tt1192385,nm0151546,S.A. Chandrashekhar,4.7,S.A. Chandrashekhar,63.0,1945,0,54
Nightmare,Drama,1964,tt0058405,nm0005711,Freddie Francis,4.6,Freddie Francis,50.0,1917,2007,47
House Party 2,Family,1991,tt0102065,nm0413547,George Jackson,4.5,George Jackson,1.0,1958,2000,33
Bambi,Drama,1942,tt0034492,nm0019282,James Algar,4.9,James Algar,39.0,1912,1998,30
Mittal v/s Mittal,Other,2010,tt1607607,nm0713615,Karan Razdan,4.1,Karan Razdan,14.0,1961,0,49
Alvarez Kelly,Action/Adventure,1966,tt0060095,nm0229424,Edward Dmytryk,4.5,Edward Dmytryk,55.0,1908,1999,58
Man with the Steel Whip,Action/Adventure,1954,tt0047210,nm0012409,Franklin Adreon,4.5,Franklin Adreon,133.0,1902,1979,52
The Strange Love of Martha Ivers,Drama,1946,tt0038988,nm0587277,Lewis Milestone,4.7,Lewis Milestone,47.0,1895,1980,51
Man Trouble,Family,1992,tt0104804,nm0706182,Bob Rafelson,4.3,Bob Rafelson,23.0,1933,2022,59
Last Orders,Drama,2001,tt0253200,nm0770961,Fred Schepisi,4.6,Fred Schepisi,24.0,1939,0,62
Strange Behavior,Drama,1981,tt0082243,nm0490861,Michael Laughlin,4.4,Michael Laughlin,3.0,1938,2021,43
If I Were a Rich Man,Family,2002,tt0315152,nm0084580,Gérard Bitton,4.4,Gérard Bitton,2.0,1961,0,41
Forgotten Babies,Other,1933,tt0024032,nm0569697,Robert F. McGowan,4.9,Robert F. McGowan,116.0,1882,1955,51
Get Smart,Action/Adventure,2008,tt0425061,nm0781842,Peter Segal,4.8,Peter Segal,51.0,1962,0,46
Foreign Correspondent,Drama,1940,tt0032484,nm0000033,Alfred Hitchcock,5.0,Alfred Hitchcock,81.0,1899,1980,41
Collapse,Other,2009,tt1494667,nm3576334,Mj Gardner,4.9,Mj Gardner,1.0,1982,0,27
Under the Roofs of Paris,Family,1930,tt0021409,nm0163229,René Clair,4.7,René Clair,28.0,1898,1981,32
Psy,Action/Adventure,1992,tt0105185,nm0664582,Wladyslaw Pasikowski,4.8,Wladyslaw Pasikowski,38.0,1959,0,33
Pieces of April,Drama,2003,tt0311648,nm0373282,Peter Hedges,4.7,Peter Hedges,7.0,1962,0,41
Down to Earth,Family,2001,tt0231775,nm0919363,Chris Weitz,4.5,Chris Weitz,9.0,1969,0,32
Serenity,Drama,2005,tt0379786,nm0923736,Joss Whedon,4.8,Joss Whedon,49.0,1964,0,41
Chicken and Duck Talk,Family,1988,tt0095396,nm0170504,Clifton Ko,4.7,Clifton Ko,37.0,1958,0,30
Fatal Attraction,Drama,1987,tt0093010,nm0001490,Adrian Lyne,4.8,Adrian Lyne,11.0,1941,0,46
Delirious,Drama,2006,tt0412637,nm0001139,Tom DiCillo,4.5,Tom DiCillo,27.0,1953,0,53
Charlie's Angels: Full Throttle,Action/Adventure,2003,tt0305357,nm0629334,McG,4.4,McG,32.0,1968,0,35
Anna,Drama,1951,tt0043287,nm0490444,Alberto Lattuada,4.6,Alberto Lattuada,46.0,1914,2005,37
The Strange One,Other,1957,tt0051019,nm0307246,Jack Garfein,4.6,Jack Garfein,3.0,1930,2019,27
Mannequin,Drama,1937,tt0030413,nm0097648,Frank Borzage,4.6,Frank Borzage,107.0,1894,1962,43
Seven Beauties,Drama,1975,tt0075040,nm0921631,Lina Wertmüller,4.8,Lina Wertmüller,38.0,1928,2021,47
Death of a Ghost Hunter,Drama,2007,tt1160317,nm1995338,Sean Tretta,4.1,Sean Tretta,6.0,1976,0,31
Rocket Science,Drama,2007,tt0477078,nm0998825,Jeffrey Blitz,4.6,Jeffrey Blitz,79.0,1969,0,38
Granite Hotel,Other,1940,tt0032549,nm0281487,Dave Fleischer,4.4,Dave Fleischer,592.0,1894,1979,46
Star,Other,2001,tt0286151,nm0005363,Guy Ritchie,4.8,Guy Ritchie,29.0,1968,0,33
The Square,Drama,2008,tt1085507,nm0003482,Nash Edgerton,4.6,Nash Edgerton,41.0,1973,0,35
A Thousand Years of Good Prayers,Drama,2007,tt0838233,nm0911061,Wayne Wang,4.6,Wayne Wang,22.0,1949,0,58
In Harihar Nagar,Action/Adventure,1990,tt0278501,nm0482309,Lal,5.0,Lal,10.0,1958,0,32
Wife for a Night,Family,1952,tt0044913,nm0131460,Mario Camerini,4.6,Mario Camerini,52.0,1895,1981,57
Larceny on the Air,Drama,1937,tt0029112,nm0681635,Irving Pichel,4.3,Irving Pichel,36.0,1891,1954,46
Niagara Fools,Other,1956,tt0151746,nm0006761,Paul J. Smith,4.7,Paul J. Smith,189.0,1906,1980,50
Insaaf Main Karoonga,Drama,1985,tt0243333,nm0593967,Shibu Mitra,4.7,Shibu Mitra,38.0,1948,0,37
Queen of the Damned,Horror,2002,tt0238546,nm0753382,Michael Rymer,4.5,Michael Rymer,71.0,1963,0,39
Virginal Young Blondes,Other,2004,tt0438562,nm0270739,Mark L. Feinsod,3.9,Mark L. Feinsod,11.0,1972,0,32
Nammal,Drama,2002,tt0357945,nm0436382,Kamal,4.6,Kamal,48.0,1957,0,45
Police Academy 3: Back in Training,Action/Adventure,1986,tt0091777,nm0661577,Jerry Paris,4.5,Jerry Paris,452.0,1925,1986,61
Dil-E-Nadaan,Drama,1982,tt0313971,nm0820232,C.V. Sridhar,4.5,C.V. Sridhar,59.0,1933,2008,49
Red Nightmare,Other,1962,tt0050261,nm0905729,George Waggner,4.3,George Waggner,180.0,1894,1984,68
Final Fantasy VII: Advent Children,Drama,2005,tt0385700,nm0634602,Tetsuya Nomura,4.7,Tetsuya Nomura,25.0,1970,0,35
The Secret Heart,Drama,1946,tt0038916,nm0502752,Robert Z. Leonard,4.6,Robert Z. Leonard,151.0,1889,1968,57
This Happy Feeling,Drama,1958,tt0052291,nm0001175,Blake Edwards,4.4,Blake Edwards,75.0,1922,2010,36
Love's Brother,Drama,2004,tt0301563,nm0764982,Jan Sardi,4.5,Jan Sardi,1.0,1953,0,51
The Man in the Gray Flannel Suit,Other,1956,tt0049474,nm0425913,Nunnally Johnson,4.9,Nunnally Johnson,8.0,1897,1977,59
"Sorry, Wrong Number",Drama,1948,tt0040823,nm0514822,Anatole Litvak,4.7,Anatole Litvak,35.0,1902,1974,46
Miracle on 34th Street,Drama,1994,tt0110527,nm0562645,Les Mayfield,4.8,Les Mayfield,12.0,1959,0,35
L.A. Without a Map,Family,1998,tt0119565,nm0442455,Mika Kaurismäki,4.4,Mika Kaurismäki,40.0,1955,0,43
Man in the Dark,Other,1953,tt0046036,nm0484645,Lew Landers,4.7,Lew Landers,362.0,1901,1962,52
My Friend Flicka,Family,1943,tt0036182,nm0776838,Harold D. Schuster,4.6,Harold D. Schuster,93.0,1902,1986,41
The Vigilantes Return,Action/Adventure,1947,tt0039958,nm0853028,Ray Taylor,4.4,Ray Taylor,124.0,1888,1952,59
The Great Adventures of Wild Bill Hickok,Other,1938,tt0030978,nm0625726,Sam Nelson,4.6,Sam Nelson,26.0,1896,1963,42
Stage Hoax,Other,1952,tt0142868,nm0487237,Walter Lantz,4.6,Walter Lantz,236.0,1899,1994,53
Not Easily Broken,Drama,2009,tt0795438,nm0004886,Bill Duke,4.7,Bill Duke,92.0,1943,0,66
Boiling Point,Drama,1993,tt0106455,nm0364805,James B. Harris,4.3,James B. Harris,6.0,1928,0,65
Pippi in the South Seas,Family,1970,tt0066227,nm0375224,Olle Hellbom,4.6,Olle Hellbom,108.0,1925,1982,45
Games,Drama,1967,tt0061696,nm0364252,Curtis Harrington,4.5,Curtis Harrington,51.0,1926,2007,41
Man's Favorite Sport?,Family,1964,tt0058324,nm0001328,Howard Hawks,4.7,Howard Hawks,39.0,1896,1977,68
Son of Paleface,Action/Adventure,1952,tt0045177,nm0850895,Frank Tashlin,4.8,Frank Tashlin,76.0,1913,1972,39
Drop Zone,Drama,1994,tt0109676,nm0000824,John Badham,3.9,John Badham,101.0,1939,0,55
Halloween 4: The Return of Michael Myers,Horror,1988,tt0095271,nm0514546,Dwight H. Little,4.6,Dwight H. Little,107.0,1956,0,32
Me & Isaac Newton,Other,1999,tt0218433,nm0000776,Michael Apted,4.6,Michael Apted,153.0,1941,2021,58
His Better Elf,Other,1958,tt0150920,nm0006761,Paul J. Smith,4.5,Paul J. Smith,189.0,1906,1980,52
A Question of Silence,Drama,1982,tt0086369,nm0331296,Marleen Gorris,4.6,Marleen Gorris,21.0,1948,0,34
Come Live with Me,Family,1941,tt0033477,nm0113284,Clarence Brown,4.7,Clarence Brown,52.0,1890,1987,51
Pelli Chesi Choodu,Drama,1952,tt0255470,nm0695264,L.V. Prasad,5.0,L.V. Prasad,33.0,1908,1994,44
Backlash,Other,1956,tt0048976,nm0836328,John Sturges,4.6,John Sturges,41.0,1910,1992,46
Saturn 3,Drama,1980,tt0079285,nm0002045,Stanley Donen,4.5,Stanley Donen,26.0,1924,2019,56
The Royal African Rifles,Other,1953,tt0046254,nm0782947,Lesley Selander,4.4,Lesley Selander,287.0,1900,1979,53
Miss Annie Rooney,Drama,1942,tt0035068,nm0547446,Edwin L. Marin,4.5,Edwin L. Marin,56.0,1899,1951,43
Bigfoot,Drama,1970,tt0065470,nm0805500,Robert F. Slatzer,3.7,Robert F. Slatzer,3.0,1927,2005,43
Nocturna,Other,2007,tt0836682,nm2348224,Adrià García,4.7,Adrià García,4.0,1978,0,29
The One That Got Away,Drama,1957,tt0050803,nm0001928,Roy Ward Baker,4.7,Roy Ward Baker,154.0,1916,2010,41
Easy Virtue,Family,2008,tt0808244,nm0254632,Stephan Elliott,4.6,Stephan Elliott,11.0,1964,0,44
Docks of New York,Other,1945,tt0037648,nm0289297,Wallace Fox,4.5,Wallace Fox,118.0,1895,1958,50
3-Iron,Drama,2004,tt0423866,nm1104118,Kim Ki-duk,4.9,Kim Ki-duk,25.0,1960,2020,44
La mujer del ministro,Drama,1981,tt0082777,nm0407061,Eloy de la Iglesia,4.3,Eloy de la Iglesia,23.0,1944,2006,37
Juice,Drama,1992,tt0104573,nm0225416,Ernest R. Dickerson,4.9,Ernest R. Dickerson,137.0,1951,0,41
Hall Pass,Family,2011,tt0480687,nm0125803,Bobby Farrelly,4.6,Bobby Farrelly,47.0,1958,0,53
La Fille de Monaco,Drama,2008,tt1139800,nm0284774,Anne Fontaine,4.4,Anne Fontaine,21.0,1959,0,49
Gymkata,Action/Adventure,1985,tt0089243,nm0167195,Robert Clouse,4.0,Robert Clouse,25.0,1928,1997,57
The Son of No One,Drama,2011,tt1535612,nm1996918,Dito Montiel,4.0,Dito Montiel,12.0,1965,0,46
Narasimham,Family,2000,tt0273870,nm0435050,Shaji Kailas,4.8,Shaji Kailas,49.0,1965,0,35
All the Queen's Men,Action/Adventure,2001,tt0252223,nm0752328,Stefan Ruzowitzky,3.8,Stefan Ruzowitzky,26.0,1961,0,40
Troll,Horror,1986,tt0092115,nm0119106,John Carl Buechler,4.3,John Carl Buechler,18.0,1952,2019,34
The Raging Tide,Drama,1951,tt0043957,nm0792450,George Sherman,4.5,George Sherman,149.0,1908,1991,43
Stanley,Other,2000,tt0286150,nm0994585,Suzie Templeton,4.7,Suzie Templeton,3.0,1967,0,33
The Magic Box,Drama,1951,tt0043769,nm0099589,John Boulting,4.7,John Boulting,14.0,1913,1985,38
Our Time,Other,1974,tt0071959,nm0001382,Peter Hyams,4.5,Peter Hyams,24.0,1943,0,31
Tweety's Circus,Other,1955,tt0048753,nm0293989,Friz Freleng,4.7,Friz Freleng,423.0,1904,1995,51
The Garment Jungle,Drama,1957,tt0050424,nm0792605,Vincent Sherman,4.6,Vincent Sherman,101.0,1906,2006,51
Dog Days,Other,1925,tt0235352,nm0569697,Robert F. McGowan,4.5,Robert F. McGowan,116.0,1882,1955,43
London After Midnight,Drama,1927,tt0018097,nm0115218,Tod Browning,4.5,Tod Browning,62.0,1880,1962,47
Peluca,Other,2003,tt0398259,nm0381478,Jared Hess,4.6,Jared Hess,24.0,1979,0,24
The Raggedy Rawney,Drama,1988,tt0095951,nm0001364,Bob Hoskins,4.5,Bob Hoskins,3.0,1942,2014,46
Dragonfly,Drama,2002,tt0259288,nm0001723,Tom Shadyac,3.1,Tom Shadyac,16.0,1958,0,44
Kung Fu Cult Master,Horror,1993,tt0108624,nm0939147,Jing Wong,4.5,Jing Wong,97.0,1955,0,38
Galileo,Drama,1975,tt0073029,nm0521334,Joseph Losey,4.6,Joseph Losey,36.0,1909,1984,66
School for Scoundrels,Family,2006,tt0462519,nm0680846,Todd Phillips,4.5,Todd Phillips,15.0,1970,0,36
Genealogy,Drama,1979,tt0077330,nm0407990,Im Kwon-taek,4.7,Im Kwon-taek,101.0,1934,0,45
Operation Sawdust,Other,1953,tt0151846,nm0666192,Don Patterson,4.5,Don Patterson,16.0,1909,1998,44
Now I'll Tell One,Other,1927,tt0142706,nm0663613,James Parrott,4.5,James Parrott,84.0,1897,1939,30
Laura,Drama,1944,tt0037008,nm0695937,Otto Preminger,5.5,Otto Preminger,40.0,1905,1986,39
All of a Sudden,Drama,1996,tt0115511,nm0946875,Herman Yau,4.5,Herman Yau,74.0,1961,0,35
Three Colors: Blue,Drama,1993,tt0108394,nm0001425,Krzysztof Kieslowski,4.9,Krzysztof Kieslowski,53.0,1941,1996,52
Intimate Stories,Drama,2002,tt0291988,nm0815044,Carlos Sorin,4.7,Carlos Sorin,15.0,1944,0,58
Major League,Family,1989,tt0097815,nm0911486,David S. Ward,4.9,David S. Ward,6.0,1945,0,44
She-Devil,Family,1989,tt0098309,nm0782384,Susan Seidelman,4.6,Susan Seidelman,29.0,1952,0,37
Promise at Dawn,Other,1970,tt0066251,nm0202088,Jules Dassin,4.5,Jules Dassin,25.0,1911,2008,59
Just My Luck,Family,2006,tt0397078,nm0677953,Donald Petrie,4.5,Donald Petrie,53.0,1954,0,52
Crimson Gold,Drama,2003,tt0371280,nm0070159,Jafar Panahi,4.7,Jafar Panahi,20.0,1960,0,43
The Boogie Man Will Get You,Horror,1942,tt0034540,nm0484645,Lew Landers,4.4,Lew Landers,362.0,1901,1962,41
The Last Picture Show,Drama,1971,tt0067328,nm0000953,Peter Bogdanovich,6.7,Peter Bogdanovich,34.0,1939,2022,32
The Fat Spy,Family,1966,tt0059171,nm0146068,Joseph Cates,3.7,Joseph Cates,37.0,1924,1998,42
